"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00093765","2000-05-27","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  272",",,W","  189",",,W","   42",",,W"," 2241",",,W"," 2206",",,W","  233",",,W",,,"  220",",,W","  210",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,
"USW00093765","2000-05-28","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  358",",,W,",,,,,"  283",",,W","  217",",,W","   32",",,W"," 1452",",,W"," 1451",",,W","  250",",,W",,,"  350",",,W","  340",",,W","  139",",,W","  170",",,W",,,,,,,,,,,,
"USW00093765","2000-05-29","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    3",",,W,",,,,,"  244",",,W","  133",",,W","   75",",,W"," 2024",",,W"," 2027",",,W","  189",",,W",,,"  360",",,W","  360",",,W","  125",",,W","  165",",,W",,,,,,,,,,,,
"USW00093765","2000-05-30","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    3",",,W,",,,,,"  183",",,W","  139",",,W","   77",",,W"," 1406",",,W"," 1405",",,W","  161",",,W",,,"   20",",,W","   10",",,W","  130",",,W","  165",",,W",,,,,,,,,,,,
"USW00093765","2000-05-31","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  244",",,W","  150",",,W","   46",",,W"," 1042",",,W"," 0015",",,W","  200",",,W",,,"   10",",,W","   10",",,W","   94",",,W","  112",",,W",,,,,,,,,,,,
"USW00093765","2000-06-01","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  261",",,W","  139",",,W","   32",",,W"," 1632",",,W"," 1545",",,W","  200",",,W",,,"  220",",,W","  220",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2000-06-02","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  222",",,W","   38",",,W"," 1759",",,W"," 0158",",,W","  261",",,W",,,"  220",",,W","  250",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2000-06-03","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  322",",,W","  206",",,W","   39",",,W"," 2053",",,W"," 2050",",,W","  267",",,W",,,"   20",",,W","   10",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,
"USW00093765","2000-06-04","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  155",",,W,",,,,,"  272",",,W","  206",",,W","   26",",,W"," 1841",",,W"," 1840",",,W","  239",",,W",,,"  210",",,W","  210",",,W","  156",",,W","  192",",,W",,,,,,,,,,,,
"USW00093765","2000-06-05","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  561",",,W,",,,,,"  256",",,W","  211",",,W","   21",",,W"," 2324",",,W"," 0315",",,W","  233",",,W",,,"  170",",,W","  140",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,
"USW00093765","2000-06-06","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   18",",,W,",,,,,"  278",",,W","  194",",,W","   56",",,W"," 2049",",,W"," 2124",",,W","  239",",,W",,,"  330",",,W","  330",",,W","   94",",,W","  107",",,W",,,,,,,,,,,,
"USW00093765","2000-06-07","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  233",",,W","  144",",,W","   48",",,W"," 1106",",,W"," 1105",",,W","  189",",,W",,,"   10",",,W","   10",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,
"USW00093765","2000-06-08","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  256",",,W","  128",",,W","   22",",,W"," 1555",",,W"," 1554",",,W","  194",",,W",,,"  200",",,W","  210",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2000-06-09","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  261",",,W","  167",",,W","   31",",,W"," 1445",",,W"," 1444",",,W","  217",",,W",,,"  190",",,W","  180",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,
"USW00093765","2000-06-10","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  267",",,W","  189",",,W","   36",",,W"," 1649",",,W"," 1524",",,W","  228",",,W",,,"  190",",,W","  200",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2000-06-11","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  272",",,W","  183",",,W","   34",",,W"," 1728",",,W"," 1710",",,W","  228",",,W",,,"  210",",,W","  220",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2000-06-12","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  233",",,W","   57",",,W"," 1250",",,W"," 1545",",,W","  261",",,W",,,"  220",",,W","  220",",,W","   89",",,W","   98",",,W",,,,,,,,,,,,
"USW00093765","2000-06-13","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  244",",,W","   59",",,W"," 1553",",,W"," 1132",",,W","  267",",,W",,,"  230",",,W","  210",",,W","   94",",,W","  107",",,W",,,,,,,,,,,,
"USW00093765","2000-06-14","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  244",",,W","   52",",,W"," 1534",",,W"," 1633",",,W","  267",",,W",,,"  200",",,W","  190",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,
"USW00093765","2000-06-15","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  250",",,W","   50",",,W"," 1611",",,W"," 1611",",,W","  272",",,W",,,"  200",",,W","  190",",,W","   80",",,W","   94",",,W",,,,,,,,,,,,
"USW00093765","2000-06-16","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  256",",,W","   64",",,W"," 1533",",,W"," 1533",",,W","  278",",,W",,,"  220",",,W","  210",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,
"USW00093765","2000-06-17","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  261",",,W","   67",",,W"," 1507",",,W"," 1507",",,W","  278",",,W",,,"  220",",,W","  220",",,W","   98",",,W","  112",",,W",,,,,,,,,,,,
"USW00093765","2000-06-18","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  256",",,W","   69",",,W"," 1704",",,W"," 1652",",,W","  278",",,W",,,"  210",",,W","  220",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,
"USW00093765","2000-06-19","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  737",",,W,",,,,,"  294",",,W","  217",",,W","   62",",,W"," 1936",",,W"," 1933",",,W","  256",",,W",,,"  310",",,W","  290",",,W","   94",",,W","  116",",,W",,,,,,,,,,,,
"USW00093765","2000-06-20","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  278",",,W","  228",",,W","   36",",,W"," 1046",",,W"," 1124",",,W","  256",",,W",,,"   30",",,W","   50",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,
"USW00093765","2000-06-21","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  211",",,W","   38",",,W"," 2343",",,W"," 2342",",,W","  256",",,W",,,"  230",",,W","  220",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,
"USW00093765","2000-06-22","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  294",",,W","  239",",,W","   75",",,W"," 1606",",,W"," 1636",",,W","  267",",,W",,,"  220",",,W","  220",",,W","  112",",,W","  130",",,W",,,,,,,,,,,,
"USW00093765","2000-06-23","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  294",",,W","  233",",,W","   42",",,W"," 0304",",,W"," 0237",",,W","  267",",,W",,,"  290",",,W","  250",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,
"USW00093765","2000-06-24","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  228",",,W","   33",",,W"," 2140",",,W"," 2145",",,W","  261",",,W",,,"  180",",,W","  170",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,
"USW00093765","2000-06-25","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   36",",,W,",,,,,"  283",",,W","  233",",,W","   50",",,W"," 1542",",,W"," 2228",",,W","  261",",,W",,,"  190",",,W","  210",",,W","   94",",,W","  107",",,W",,,,,,,,,,,,
"USW00093765","2000-06-26","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  261",",,W","   72",",,W"," 1427",",,W"," 1427",",,W","  278",",,W",,,"  210",",,W","  220",",,W","   98",",,W","  112",",,W",,,,,,,,,,,,
"USW00093765","2000-06-27","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  267",",,W","   75",",,W"," 1816",",,W"," 1743",",,W","  283",",,W",,,"  210",",,W","  220",",,W","  107",",,W","  134",",,W",,,,,,,,,,,,
"USW00093765","2000-06-28","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  300",",,W","  267",",,W","   77",",,W"," 1725",",,W"," 1635",",,W","  283",",,W",,,"  210",",,W","  200",",,W","  112",",,W","  143",",,W",,,,,,,,,,,,
"USW00093765","2000-06-29","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  239",",,W,",,,,,"  294",",,W","  228",",,W","   67",",,W"," 1154",",,W"," 0937",",,W","  261",",,W",,,"  220",",,W","  240",",,W","  130",",,W","  148",",,W",,,,,,,,,,,,
"USW00093765","2000-06-30","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  228",",,W","   38",",,W"," 1047",",,W"," 1434",",,W","  261",",,W",,,"   30",",,W","   30",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,
"USW00093765","2000-07-01","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  283",",,W","  200",",,W","   29",",,W"," 1331",",,W"," 1119",",,W","  244",",,W",,,"   20",",,W","   20",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,
"USW00093765","2000-07-02","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  178",",,W","   29",",,W"," 1446",",,W"," 1501",",,W","  239",",,W",,,"  120",",,W","  110",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,
"USW00093765","2000-07-03","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  189",",,W","   37",",,W"," 2149",",,W"," 2147",",,W","  239",",,W",,,"  230",",,W","  230",",,W","   89",",,W","   98",",,W",,,,,,,,,,,,
"USW00093765","2000-07-04","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  250",",,W","   76",",,W"," 1601",",,W"," 1600",",,W","  272",",,W",,,"  210",",,W","  210",",,W","  116",",,W","  134",",,W",,,,,,,,,,,,
"USW00093765","2000-07-05","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   69",",,W,",,,,,"  306",",,W","  228",",,W","   58",",,W"," 1757",",,W"," 1757",",,W","  267",",,W",,,"  330",",,W","  360",",,W","  116",",,W","  148",",,W",,,,,,,,,,,,
"USW00093765","2000-07-06","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  272",",,W,",,,,,"  272",",,W","  228",",,W","   21",",,W"," 0803",",,W"," 0741",",,W","  250",",,W",,,"   20",",,W","   20",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,
"USW00093765","2000-07-07","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  217",",,W","   31",",,W"," 1138",",,W"," 1426",",,W","  256",",,W",,,"   10",",,W","   20",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2000-07-08","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  200",",,W","   30",",,W"," 1521",",,W"," 1505",",,W","  244",",,W",,,"  150",",,W","  150",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,
"USW00093765","2000-07-09","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  283",",,W","  228",",,W","   55",",,W"," 2245",",,W"," 1927",",,W","  256",",,W",,,"  220",",,W","  210",",,W","  103",",,W","  125",",,W",,,,,,,,,,,,
"USW00093765","2000-07-10","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  256",",,W","   87",",,W"," 1501",",,W"," 1418",",,W","  278",",,W",,,"  230",",,W","  220",",,W","  125",",,W","  143",",,W",,,,,,,,,,,,
"USW00093765","2000-07-11","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  311",",,W","  261",",,W","   61",",,W"," 0408",",,W"," 0945",",,W","  289",",,W",,,"  230",",,W","  230",",,W","   98",",,W","  112",",,W",,,,,,,,,,,,
"USW00093765","2000-07-12","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  289",",,W","  233",",,W","   38",",,W"," 0901",",,W"," 0857",",,W","  261",",,W",,,"   50",",,W","   60",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,
"USW00093765","2000-07-13","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  283",",,W","  222",",,W","   25",",,W"," 0841",",,W"," 0914",",,W","  256",",,W",,,"  110",",,W","  110",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,
"USW00093765","2000-07-14","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  211",",,W","   33",",,W"," 1601",",,W"," 1257",",,W","  250",",,W",,,"  180",",,W","  130",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2000-07-15","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  196",",,W,",,,,,"  294",",,W","  217",",,W","   28",",,W"," 1047",",,W"," 1046",",,W","  256",",,W",,,"  340",",,W","  320",",,W","  116",",,W","  156",",,W",,,,,,,,,,,,
"USW00093765","2000-07-16","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  311",",,W","  211",",,W","   26",",,W"," 1618",",,W"," 1617",",,W","  261",",,W",,,"  180",",,W","  190",",,W","   98",",,W","  130",",,W",,,,,,,,,,,,
