"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00316349","1957-05-26","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  322",",,0","  233",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-05-27","35.1075","-75.9872","1.2","OCRACOKE, NC US","   56",",,0,1700","    0",",,0,","    0",",,0,","  283",",,0","  222",",,0",,,,,"  244",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-05-28","35.1075","-75.9872","1.2","OCRACOKE, NC US","   28",",,0,1700","    0",",,0,","    0",",,0,","  289",",,0","  200",",,0",,,,,"  200",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-05-29","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  244",",,0","  167",",,0",,,,,"  211",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-05-30","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  239",",,0","  194",",,0",,,,,"  206",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-05-31","35.1075","-75.9872","1.2","OCRACOKE, NC US","  185",",,0,1700","    0",",,0,","    0",",,0,","  244",",,0","  178",",,0",,,,,"  228",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-01","35.1075","-75.9872","1.2","OCRACOKE, NC US","  251",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  194",",,0",,,,,"  233",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-02","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  339",",,0","  206",",,0",,,,,"  244",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-03","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  317",",,0","  206",",,0",,,,,"  233",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-04","35.1075","-75.9872","1.2","OCRACOKE, NC US","   94",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  194",",,0",,,,,"  250",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-05","35.1075","-75.9872","1.2","OCRACOKE, NC US","   58",",,0,1700","    0",",,0,","    0",",,0,","  322",",,0","  228",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-06","35.1075","-75.9872","1.2","OCRACOKE, NC US","  208",",,0,1700","    0",",,0,","    0",",,0,","  283",",,0","  200",",,0",,,,,"  228",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-07","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  300",",,0","  217",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-08","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  283",",,0","  239",",,0",,,,,"  244",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-09","35.1075","-75.9872","1.2","OCRACOKE, NC US","  241",",,0,1700","    0",",,0,","    0",",,0,","  278",",,0","  211",",,0",,,,,"  222",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-10","35.1075","-75.9872","1.2","OCRACOKE, NC US","  117",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  206",",,0",,,,,"  239",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-11","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  322",",,0","  194",",,0",,,,,"  250",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-12","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  317",",,0","  178",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-13","35.1075","-75.9872","1.2","OCRACOKE, NC US","   41",",,0,1700","    0",",,0,","    0",",,0,","  300",",,0","  233",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-14","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  233",",,0",,,,,"  267",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-15","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  300",",,0","  250",",,0",,,,,"  289",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-16","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  322",",,0","  239",",,0",,,,,"  289",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-17","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  328",",,0","  228",",,0",,,,,"  283",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-18","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  250",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-19","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  250",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-20","35.1075","-75.9872","1.2","OCRACOKE, NC US","    5",",,0,1700","    0",",,0,","    0",",,0,","  283",",,0","  228",",,0",,,,,"  244",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-21","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  194",",,0",,,,,"  250",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-22","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  189",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-23","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  222",",,0",,,,,"  289",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-24","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  300",",,0","  194",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-25","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  233",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-26","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  233",",,0",,,,,"  239",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-27","35.1075","-75.9872","1.2","OCRACOKE, NC US","   56",",,0,1700","    0",",,0,","    0",",,0,","  300",",,0","  206",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-28","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  217",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-29","35.1075","-75.9872","1.2","OCRACOKE, NC US","   99",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  228",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-06-30","35.1075","-75.9872","1.2","OCRACOKE, NC US","   76",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  233",",,0",,,,,"  267",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-01","35.1075","-75.9872","1.2","OCRACOKE, NC US","   13",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  239",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-02","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  283",",,0","  233",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-03","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  289",",,0","  189",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-04","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  200",",,0",,,,,"  267",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-05","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  250",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-06","35.1075","-75.9872","1.2","OCRACOKE, NC US","    5",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  244",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-07","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  200",",,0",,,,,"  289",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-08","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  322",",,0","  217",",,0",,,,,"  289",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-09","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  317",",,0","  256",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-10","35.1075","-75.9872","1.2","OCRACOKE, NC US","   23",",,0,1700","    0",",,0,","    0",",,0,","  283",",,0","  233",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-11","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  217",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-12","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  206",",,0",,,,,"  289",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-13","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  206",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-14","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  206",",,0",,,,,"  283",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-15","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  322",",,0","  256",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-16","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  317",",,0","  239",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-17","35.1075","-75.9872","1.2","OCRACOKE, NC US","    3",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  233",",,0",,,,,"  283",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-18","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  239",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-19","35.1075","-75.9872","1.2","OCRACOKE, NC US","   15",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  200",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-20","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  178",",,0",,,,,"  283",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-21","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  283",",,0","  244",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-22","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  300",",,0","  244",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-23","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  300",",,0","  250",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-24","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  278",",,0","  239",",,0",,,,,"  250",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-25","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  283",",,0","  228",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-26","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  289",",,0","  222",",,0",,,,,"  239",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-27","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  228",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-28","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  289",",,0","  217",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-29","35.1075","-75.9872","1.2","OCRACOKE, NC US","    3",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  217",",,0",,,,,"  267",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-30","35.1075","-75.9872","1.2","OCRACOKE, NC US","  396",",,0,1700","    0",",,0,","    0",",,0,","  283",",,0","  222",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-07-31","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  228",",,0",,,,,"  283",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-01","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  250",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-02","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  239",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-03","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  322",",,0","  228",",,0",,,,,"  289",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-04","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  256",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-05","35.1075","-75.9872","1.2","OCRACOKE, NC US","   33",",,0,1700","    0",",,0,","    0",",,0,","  289",",,0","  233",",,0",,,,,"  250",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-06","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  283",",,0","  233",",,0",,,,,"  233",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-07","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  272",",,0","  172",",,0",,,,,"  244",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-08","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  289",",,0","  161",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-09","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  194",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-10","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  233",",,0",,,,,"  283",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-11","35.1075","-75.9872","1.2","OCRACOKE, NC US","   74",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  217",",,0",,,,,"  267",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-12","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  211",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-13","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  239",",,0",,,,,"  267",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-14","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  233",",,0",,,,,"  278",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-15","35.1075","-75.9872","1.2","OCRACOKE, NC US","  221",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  228",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-16","35.1075","-75.9872","1.2","OCRACOKE, NC US","   30",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  239",",,0",,,,,"  283",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-17","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  289",",,0","  239",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-18","35.1075","-75.9872","1.2","OCRACOKE, NC US","  117",",,0,1700","    0",",,0,","    0",",,0,","  261",",,0","  206",",,0",,,,,"  239",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-19","35.1075","-75.9872","1.2","OCRACOKE, NC US"," 1019",",,0,1700","    0",",,0,","    0",",,0,","  289",",,0","  222",",,0",,,,,"  250",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-20","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  261",",,0","  183",",,0",,,,,"  233",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-21","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  261",",,0","  178",",,0",,,,,"  239",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-22","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  261",",,0","  222",",,0",,,,,"  233",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-23","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  239",",,0","  222",",,0",,,,,"  228",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-24","35.1075","-75.9872","1.2","OCRACOKE, NC US","  211",",,0,1700","    0",",,0,","    0",",,0,","  244",",,0","  200",",,0",,,,,"  233",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-25","35.1075","-75.9872","1.2","OCRACOKE, NC US","  417",",,0,1700","    0",",,0,","    0",",,0,","  256",",,0","  194",",,0",,,,,"  200",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-26","35.1075","-75.9872","1.2","OCRACOKE, NC US","   97",",,0,1700","    0",",,0,","    0",",,0,","  289",",,0","  200",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-27","35.1075","-75.9872","1.2","OCRACOKE, NC US","    8",",,0,1700","    0",",,0,","    0",",,0,","  278",",,0","  183",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-28","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  300",",,0","  200",",,0",,,,,"  256",",,0,1700",,,,,,,,,,,"    1",",,0",,
"USC00316349","1957-08-29","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  261",",,0","  217",",,0",,,,,"  228",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-30","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  300",",,0","  200",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-08-31","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  300",",,0","  239",",,0",,,,,"  283",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-01","35.1075","-75.9872","1.2","OCRACOKE, NC US","   64",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  222",",,0",,,,,"  267",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-02","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  300",",,0","  222",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-03","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  250",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-04","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  256",",,0",,,,,"  267",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-05","35.1075","-75.9872","1.2","OCRACOKE, NC US","   61",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  228",",,0",,,,,"  233",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-06","35.1075","-75.9872","1.2","OCRACOKE, NC US","   58",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  211",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-07","35.1075","-75.9872","1.2","OCRACOKE, NC US","   61",",,0,1700","    0",",,0,","    0",",,0,","  278",",,0","  222",",,0",,,,,"  267",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-08","35.1075","-75.9872","1.2","OCRACOKE, NC US","    3",",,0,1700","    0",",,0,","    0",",,0,","  294",",,0","  244",",,0",,,,,"  261",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-09","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  233",",,0",,,,,"  289",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-10","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  322",",,0","  228",",,0",,,,,"  289",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-11","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  317",",,0","  250",",,0",,,,,"  272",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-12","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  306",",,0","  250",",,0",,,,,"  267",",,0,1700",,,,,,,,,,,,,,
"USC00316349","1957-09-13","35.1075","-75.9872","1.2","OCRACOKE, NC US","    0",",,0,1700","    0",",,0,","    0",",,0,","  311",",,0","  250",",,0",,,,,"  283",",,0,1700",,,,,,,,,,,,,,
