Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP,SNOW (Inches),SNWD (Inches)
6/22/2014,,,,0.02,,
6/23/2014,,,,0.01,,
6/24/2014,,,,0,0,
6/25/2014,,,,,,
6/26/2014,,,,,,
6/27/2014,,,,0,,
6/28/2014,,,,0.14,,
6/29/2014,,,,0,0,
6/30/2014,,,,0,0,
7/1/2014,,,,0,0,
7/2/2014,,,,0,0,
7/3/2014,,,,0,0,
7/4/2014,,,,1.49,,
7/5/2014,,,,0.01,,
7/6/2014,,,,0,0,
7/7/2014,,,,0,0,
7/8/2014,,,,0,0,
7/9/2014,,,,0,0,
7/10/2014,,,,0,0,
7/11/2014,,,,0.79,,
7/12/2014,,,,0.01,,
7/13/2014,,,,0,0,
7/14/2014,,,,0,0,
7/15/2014,,,,0,0,
7/16/2014,,,,0.38,,
7/17/2014,,,,0.56,,
7/18/2014,,,,0,0,
7/19/2014,,,,0.04,,
7/20/2014,,,,0.97,,
7/21/2014,,,,0,,
7/22/2014,,,,0.18,,
7/23/2014,,,,0.55,,
7/24/2014,,,,0,,
7/25/2014,,,,0.53,,
7/26/2014,,,,0,0,
7/27/2014,,,,0,0,
7/28/2014,,,,0,,
7/29/2014,,,,0,0,
7/30/2014,,,,0,0,
7/31/2014,,,,0,0,
8/1/2014,,,,0,0,
8/2/2014,,,,1.49,,
8/3/2014,,,,0.03,,
8/4/2014,,,,0.72,,
8/5/2014,,,,0.07,,
8/6/2014,,,,0,0,
8/7/2014,,,,0.98,0,
8/8/2014,,,,0.01,0,
8/9/2014,,,,0.08,,
8/10/2014,,,,0,0,
8/11/2014,,,,0,0,
8/12/2014,,,,0,,
8/13/2014,,,,0.6,,
8/14/2014,,,,0,0,
8/15/2014,,,,0,0,
8/16/2014,,,,0,0,
8/17/2014,,,,0,,
8/18/2014,,,,0,0,
8/19/2014,,,,0.38,,
8/20/2014,,,,0,0,
8/21/2014,,,,0,0,
8/22/2014,,,,0.02,,
8/23/2014,,,,0,0,
8/24/2014,,,,0,,
8/25/2014,,,,0,0,
8/26/2014,,,,0,0,
8/27/2014,,,,0,0,
8/28/2014,,,,0,0,
8/29/2014,,,,0.03,,
8/30/2014,,,,0.28,,
8/31/2014,,,,0,0,
9/1/2014,,,,0,0,
9/2/2014,,,,0,0,
9/3/2014,,,,0,0,
9/4/2014,,,,0,,
9/5/2014,,,,0,,
9/6/2014,,,,0,0,
9/7/2014,,,,0.5,,
9/8/2014,,,,2.47,,
9/9/2014,,,,1.7,,
9/10/2014,,,,0.62,,
9/11/2014,,,,0,0,
9/12/2014,,,,0,0,
9/13/2014,,,,0.02,,
9/14/2014,,,,0.85,,
9/15/2014,,,,0,0,
9/16/2014,,,,0,0,
9/17/2014,,,,0,0,
9/18/2014,,,,0,0,
9/19/2014,,,,0,0,
9/20/2014,,,,0,0,
9/21/2014,,,,0.68,,
9/22/2014,,,,,,
9/23/2014,,,,,,
9/24/2014,,,,,,
9/25/2014,,,,,,
9/26/2014,,,,,,
9/27/2014,,,,,,
9/28/2014,,,,,,
9/29/2014,,,,,,
9/30/2014,,,,,,
10/1/2014,,,,,,
10/2/2014,,,,0,0,
10/3/2014,,,,0,0,
10/4/2014,,,,0,,
10/5/2014,,,,0,0,
10/6/2014,,,,0,0,
10/7/2014,,,,0,0,
10/8/2014,,,,0,0,
10/9/2014,,,,0.18,,
10/10/2014,,,,0,0,
10/11/2014,,,,0,0,
10/12/2014,,,,0.8,,
10/13/2014,,,,0,0,
10/14/2014,,,,0,0,
10/15/2014,,,,0,,
10/16/2014,,,,0.38,,
10/17/2014,,,,0,0,
10/18/2014,,,,0,0,
10/19/2014,,,,0.01,0,
10/20/2014,,,,0,0,
10/21/2014,,,,0.01,,
10/22/2014,,,,0.02,,
10/23/2014,,,,0,,
10/24/2014,,,,0,0,
10/25/2014,,,,0,0,
10/26/2014,,,,0,0,
10/27/2014,,,,0,0,
10/28/2014,,,,,,
10/29/2014,,,,0,0,
10/30/2014,,,,0.18,,
10/31/2014,,,,,,
11/1/2014,,,,,,
11/2/2014,,,,,,
11/3/2014,,,,,,
11/4/2014,,,,,,
11/5/2014,,,,,,
11/6/2014,,,,,,
11/7/2014,,,,,,
11/8/2014,,,,,,
11/9/2014,,,,,,
11/10/2014,,,,,,
11/11/2014,,,,,,
11/12/2014,,,,,,
11/13/2014,,,,,,
11/14/2014,,,,,,
11/15/2014,,,,,,
11/16/2014,,,,,,
11/17/2014,,,,,,
11/18/2014,,,,,,
11/19/2014,,,,,,
11/20/2014,,,,,,
11/21/2014,,,,,,
11/22/2014,,,,,,
11/23/2014,,,,,,
11/24/2014,,,,0.68,,
11/25/2014,,,,0.07,,
11/26/2014,,,,0.6,,
11/27/2014,,,,1.83,,
11/28/2014,,,,0,,
11/29/2014,,,,0,0,
11/30/2014,,,,0,0,
12/1/2014,,,,0,0,
12/2/2014,,,,0,0,
12/3/2014,,,,0,,
12/4/2014,,,,0,0,
12/5/2014,,,,0,0,
12/6/2014,,,,0,0,
12/7/2014,,,,0.6,,
12/8/2014,,,,0.03,,
12/9/2014,,,,0.41,,
12/10/2014,,,,0.1,,
12/11/2014,,,,0,0,
12/12/2014,,,,0,0,
12/13/2014,,,,0,0,
12/14/2014,,,,0,0,
12/15/2014,,,,0,0,
12/16/2014,,,,0,0,
12/17/2014,,,,0.25,,
12/18/2014,,,,0,0,
12/19/2014,,,,0,0,
12/20/2014,,,,0,0,
12/21/2014,,,,0,,
12/22/2014,,,,0.04,,
12/23/2014,,,,1.84,,
12/24/2014,,,,0.42,,
12/25/2014,,,,1.02,,
12/26/2014,,,,0,0,
12/27/2014,,,,0,0,
12/28/2014,,,,0,0,
12/29/2014,,,,0.08,,
12/30/2014,,,,0.27,,
12/31/2014,,,,,,
1/1/2015,,,,0,0,
1/2/2015,,,,0,0,
1/3/2015,,,,0.01,,
1/4/2015,,,,0.1,,
1/5/2015,,,,0.66,,
1/6/2015,,,,0,0,
1/7/2015,,,,0,0,
1/8/2015,,,,0,0,
1/9/2015,,,,0,0,0
1/10/2015,,,,0,,
1/11/2015,,,,0,0,
1/12/2015,,,,0,0,
1/13/2015,,,,1.92,,
1/14/2015,,,,0.83,,
1/15/2015,,,,0.01,,
1/16/2015,,,,0,0,
1/17/2015,,,,0,0,
1/18/2015,,,,0,0,
1/19/2015,,,,0.48,,
1/20/2015,,,,0,0,
1/21/2015,,,,0,0,
1/22/2015,,,,0,0,
1/23/2015,,,,0,0,
1/24/2015,,,,2.12,,
1/25/2015,,,,0.38,,
1/26/2015,,,,0,0,
1/27/2015,,,,0.02,0,
1/28/2015,,,,0.03,0,
1/29/2015,,,,0,0,
1/30/2015,,,,0,,
1/31/2015,,,,0.15,,
2/1/2015,,,,0,0,
2/2/2015,,,,0.31,,
2/3/2015,,,,0.32,,
2/4/2015,,,,0,0,
2/5/2015,,,,0.99,,
2/6/2015,,,,0.06,,
2/7/2015,,,,0,0,
2/8/2015,,,,0,0,
2/9/2015,,,,0,0,
2/10/2015,,,,0.15,,
2/11/2015,,,,0.3,,
2/12/2015,,,,0,,
2/13/2015,,,,0.02,0,
2/14/2015,,,,0,0,
2/15/2015,,,,0,0,
2/16/2015,,,,0,0,
2/17/2015,,,,1.18,0,
2/18/2015,,,,0.02,,
2/19/2015,,,,0.08,,0.5
2/20/2015,,,,0,0,
2/21/2015,,,,0,0,
2/22/2015,,,,0.14,,
2/23/2015,,,,0.14,,
2/24/2015,,,,0.13,,
2/25/2015,,,,0.4,3.2,1
2/26/2015,,,,1.24,,0
2/27/2015,,,,0.05,,
2/28/2015,,,,0,0,
3/1/2015,,,,0,0,
3/2/2015,,,,0.17,,
3/3/2015,,,,0.01,,
3/4/2015,,,,0.02,,
3/5/2015,,,,0,,
3/6/2015,,,,0.52,0,
3/7/2015,,,,0,0,
3/8/2015,,,,0,0,
3/9/2015,,,,0,0,
3/10/2015,,,,0,0,
3/11/2015,,,,0,,
3/12/2015,,,,0.22,,
3/13/2015,,,,0,0,
3/14/2015,,,,,,
3/15/2015,,,,,,
3/16/2015,,,,0,,
3/17/2015,,,,0,0,
3/18/2015,,,,0,0,
3/19/2015,,,,0,0,
3/20/2015,,,,0.13,,
3/21/2015,,,,0.21,,
3/22/2015,,,,0,0,
3/23/2015,,,,0,0,
3/24/2015,,,,0,0,
3/25/2015,,,,0,0,
3/26/2015,,,,0.01,,
3/27/2015,,,,0.05,,
3/28/2015,,,,0.56,,
3/29/2015,,,,0,0,
3/30/2015,,,,0,0,
3/31/2015,,,,0.14,,
4/1/2015,,,,0,0,
4/2/2015,,,,0,0,
4/3/2015,,,,0,0,
4/4/2015,,,,0,0,
4/5/2015,,,,0.09,,
4/6/2015,,,,0,0,
4/7/2015,,,,0,0,
4/8/2015,,,,0.02,,
4/9/2015,,,,0.54,,
4/10/2015,,,,0.01,,
4/11/2015,,,,0.3,,
4/12/2015,,,,0.01,,
4/13/2015,,,,0,0,
4/14/2015,,,,0,0,
4/15/2015,,,,1.11,,
4/16/2015,,,,0.02,,
4/17/2015,,,,0,0,
4/18/2015,,,,0,0,
4/19/2015,,,,,,
4/20/2015,,,,0.51,,
4/21/2015,,,,0.03,,
4/22/2015,,,,0,0,
4/23/2015,,,,0,0,
4/24/2015,,,,0,0,
4/25/2015,,,,0,0,
4/26/2015,,,,0.18,,
4/27/2015,,,,0.08,,
4/28/2015,,,,0,0,
4/29/2015,,,,0,0,
4/30/2015,,,,0,0,
5/1/2015,,,,0.35,,
5/2/2015,,,,0.16,,
5/3/2015,,,,0,0,
5/4/2015,,,,0,0,
5/5/2015,,,,0,0,
5/6/2015,,,,0,0,
5/7/2015,,,,0,0,
5/8/2015,,,,0,0,
5/9/2015,,,,0.01,,
5/10/2015,,,,0.02,,
5/11/2015,,,,0.95,,
5/12/2015,,,,2.11,,
5/13/2015,,,,0.02,,
5/14/2015,,,,0,0,
5/15/2015,,,,0,0,
5/16/2015,,,,0,0,
5/17/2015,,,,0,0,
5/18/2015,,,,0,0,
5/19/2015,,,,0,0,
5/20/2015,,,,0.16,,
5/21/2015,,,,0.01,,
5/22/2015,,,,0.43,,
5/23/2015,,,,0,0,
5/24/2015,,,,0,0,
5/25/2015,,,,0,0,
5/26/2015,,,,0,0,
5/27/2015,,,,0,,
5/28/2015,,,,0,0,
5/29/2015,,,,0,0,
5/30/2015,,,,0,0,
5/31/2015,,,,0,0,
6/1/2015,,,,0,0,
6/2/2015,,,,0,0,
6/3/2015,,,,0.21,,
6/4/2015,,,,0.92,,
6/5/2015,,,,0.17,,
6/6/2015,,,,0,,
6/7/2015,,,,0,,
6/8/2015,,,,0,0,
6/9/2015,,,,0,0,
6/10/2015,,,,0,,
6/11/2015,,,,0,0,
6/12/2015,,,,0,0,
6/13/2015,,,,0,0,
6/14/2015,,,,0,0,
6/15/2015,,,,0,0,
6/16/2015,,,,0,0,
6/17/2015,,,,0,0,
6/18/2015,,,,0.21,,
6/19/2015,,,,0,,
6/20/2015,,,,0,0,
6/21/2015,,,,0,0,
6/22/2015,,,,0,0,
6/23/2015,,,,0,0,
6/24/2015,,,,0.04,,
6/25/2015,,,,0,0,
6/26/2015,,,,,,
6/27/2015,,,,,,
6/28/2015,,,,,,
6/29/2015,,,,,,
6/30/2015,,,,,,
7/1/2015,,,,,,
7/2/2015,,,,0,0,
7/3/2015,,,,2.89,,
7/4/2015,,,,2.88,,
7/5/2015,,,,0.53,0,
7/6/2015,,,,0,0,
7/7/2015,,,,0.45,,
7/8/2015,,,,0,0,
7/9/2015,,,,0,0,
7/10/2015,,,,0,0,
7/11/2015,,,,0,,
7/12/2015,,,,0.51,,
7/13/2015,,,,0.01,,
7/14/2015,,,,0.11,,
7/15/2015,,,,0,,
7/16/2015,,,,0.08,,
7/17/2015,,,,0.05,,
7/18/2015,,,,0,0,
7/19/2015,,,,0.01,,
7/20/2015,,,,0,0,
7/21/2015,,,,0.04,,
7/22/2015,,,,0,0,
7/23/2015,,,,0,0,
7/24/2015,,,,0.5,,
7/25/2015,,,,0,0,
7/26/2015,,,,0,0,
7/27/2015,,,,0,0,
7/28/2015,,,,0,0,
7/29/2015,,,,0,0,
7/30/2015,,,,0,0,
7/31/2015,,,,0,0,
8/1/2015,,,,0,0,
8/2/2015,,,,0,0,
8/3/2015,,,,0,0,
8/4/2015,,,,0,0,
8/5/2015,,,,0.55,,
8/6/2015,,,,0,0,
8/7/2015,,,,0.75,,
8/8/2015,,,,0.22,,
8/9/2015,,,,0.63,,
8/10/2015,,,,0,0,
8/11/2015,,,,0,0,
8/12/2015,,,,0.34,,
8/13/2015,,,,0,0,
8/14/2015,,,,0,0,
8/15/2015,,,,0,0,
8/16/2015,,,,0,0,
8/17/2015,,,,0,0,
8/18/2015,,,,0,0,
8/19/2015,,,,0,0,
8/20/2015,,,,0.04,,
8/21/2015,,,,0.82,,
8/22/2015,,,,0,0,
8/23/2015,,,,0,0,
8/24/2015,,,,0,0,
8/25/2015,,,,0,,
8/26/2015,,,,1.92,,
8/27/2015,,,,1.27,,
8/28/2015,,,,0.05,,
8/29/2015,,,,0,0,
8/30/2015,,,,0,0,
8/31/2015,,,,0,0,
9/1/2015,,,,0.55,,
9/2/2015,,,,0,0,
9/3/2015,,,,0,0,
9/4/2015,,,,0,0,
9/5/2015,,,,0,0,
9/6/2015,,,,0,,
9/7/2015,,,,0.01,,
9/8/2015,,,,0,0,
9/9/2015,,,,0,,
9/10/2015,,,,1.7,,
9/11/2015,,,,0.93,,
9/12/2015,,,,0.25,,
9/13/2015,,,,0.39,,
9/14/2015,,,,0.04,,
9/15/2015,,,,0,0,
9/16/2015,,,,0,0,
9/17/2015,,,,0,0,
9/18/2015,,,,0,0,
9/19/2015,,,,0,0,
9/20/2015,,,,0,0,
9/21/2015,,,,0,0,
9/22/2015,,,,0,0,
9/23/2015,,,,0.88,,
9/24/2015,,,,0.01,,
9/25/2015,,,,0.3,,
9/26/2015,,,,2.62,,
9/27/2015,,,,0.48,0,
9/28/2015,,,,0.04,,
9/29/2015,,,,0.02,,
9/30/2015,,,,0.27,,
10/1/2015,,,,0.77,,
10/2/2015,,,,0.44,,
10/3/2015,,,,2.89,,
10/4/2015,,,,0.02,,
10/5/2015,,,,0.51,,
10/6/2015,,,,0.21,,
10/7/2015,,,,0,0,
10/8/2015,,,,0,0,
10/9/2015,,,,0,0,
10/10/2015,,,,0,0,
10/11/2015,,,,0.01,,
10/12/2015,,,,0.04,,
10/13/2015,,,,0.01,,
10/14/2015,,,,0,0,
10/15/2015,,,,,,
10/16/2015,,,,,,
10/17/2015,,,,,,
10/18/2015,,,,,,
10/19/2015,,,,,,
10/20/2015,,,,,,
10/21/2015,,,,,,
10/22/2015,,,,0,0,
10/23/2015,,,,0,0,
10/24/2015,,,,0,0,
10/25/2015,,,,0,0,
10/26/2015,,,,0,,
10/27/2015,,,,0,0,
10/28/2015,,,,0.18,,
10/29/2015,,,,0.09,,
10/30/2015,,,,0,0,
10/31/2015,,,,0,0,
11/1/2015,,,,0,0,
11/2/2015,,,,0.31,,
11/3/2015,,,,1.3,,
11/4/2015,,,,0.05,,
11/5/2015,,,,0.07,,
11/6/2015,,,,0.12,,
11/7/2015,,,,0,0,
11/8/2015,,,,0.3,,
11/9/2015,,,,0,,
11/10/2015,,,,0.91,,
11/11/2015,,,,0.07,,
11/12/2015,,,,0,0,
11/13/2015,,,,0,0,
11/14/2015,,,,0,0,
11/15/2015,,,,0,0,
11/16/2015,,,,0,0,
11/17/2015,,,,0,0,
11/18/2015,,,,0.05,,
11/19/2015,,,,0,0,
11/20/2015,,,,1.4,,
11/21/2015,,,,0,0,
11/22/2015,,,,0.01,,
11/23/2015,,,,1.42,,
11/24/2015,,,,0,0,
11/25/2015,,,,0,0,
11/26/2015,,,,0.01,,
11/27/2015,,,,0,0,
11/28/2015,,,,0,0,
11/29/2015,,,,0,0,
11/30/2015,,,,0.13,,
12/1/2015,,,,0.12,0,
12/2/2015,,,,0.23,,
12/3/2015,,,,0.07,,
12/4/2015,,,,0,0,
12/5/2015,,,,0,0,
12/6/2015,,,,0,0,
12/7/2015,,,,0.03,,
12/8/2015,,,,0.92,,
12/9/2015,,,,0,0,
12/10/2015,,,,0,,
12/11/2015,,,,0,0,
12/12/2015,,,,0,0,
12/13/2015,,,,0,0,
12/14/2015,,,,0,0,
12/15/2015,,,,0.05,,
12/16/2015,,,,0,0,
12/17/2015,,,,,,
12/18/2015,,,,,,
12/19/2015,,,,,,
12/20/2015,,,,,,
12/21/2015,,,,,,
12/22/2015,,,,,,
12/23/2015,,,,,,
12/24/2015,,,,,,
12/25/2015,,,,,,
12/26/2015,,,,,,
12/27/2015,,,,,,
12/28/2015,,,,,,
12/29/2015,,,,,,
12/30/2015,,,,,,
12/31/2015,,,,,,
1/1/2016,,,,,,
1/2/2016,,,,,,
1/3/2016,,,,,,
1/4/2016,,,,,,
1/5/2016,,,,,,
1/6/2016,,,,,,
1/7/2016,,,,,,
1/8/2016,,,,0.01,,
1/9/2016,,,,0.32,,
1/10/2016,,,,0.76,,
1/11/2016,,,,0.12,,
1/12/2016,,,,0,0,
1/13/2016,,,,0,0,
1/14/2016,,,,0,0,
1/15/2016,,,,0,0,
1/16/2016,,,,1,,
1/17/2016,,,,0,0,
1/18/2016,,,,0.47,,
1/19/2016,,,,0,0,
1/20/2016,,,,0,0,
1/21/2016,,,,0,0,
1/22/2016,,,,0,0,
1/23/2016,,,,1.88,,
1/24/2016,,,,0.09,0.5,
1/25/2016,,,,0,0,
1/26/2016,,,,0,0,
1/27/2016,,,,0,0,
1/28/2016,,,,0.03,,
1/29/2016,,,,0.07,,
1/30/2016,,,,0,0,
1/31/2016,,,,0,0,
2/1/2016,,,,0,0,
2/2/2016,,,,0,0,
2/3/2016,,,,0,0,
2/4/2016,,,,1.25,,
2/5/2016,,,,1.65,,
2/6/2016,,,,0.07,,
2/7/2016,,,,0,0,
2/8/2016,,,,1.02,0,
2/9/2016,,,,0,0,
2/10/2016,,,,0.01,,
2/11/2016,,,,0,0,
2/12/2016,,,,0,0,
2/13/2016,,,,0.51,3.5,
2/14/2016,,,,0,0,
2/15/2016,,,,0.02,0,
2/16/2016,,,,0.09,,
2/17/2016,,,,0.32,,
2/18/2016,,,,0,0,
2/19/2016,,,,0,0,
2/20/2016,,,,0,0,
2/21/2016,,,,0,0,
2/22/2016,,,,0,,
2/23/2016,,,,0.33,,
2/24/2016,,,,0.23,,
2/25/2016,,,,0.13,,
2/26/2016,,,,0,0,
2/27/2016,,,,0,0,
2/28/2016,,,,0,0,
2/29/2016,,,,0,0,
3/1/2016,,,,0,0,
3/2/2016,,,,0.02,,
3/3/2016,,,,0.19,,
3/4/2016,,,,0.85,,
3/5/2016,,,,0.05,,
3/6/2016,,,,0,0,
3/7/2016,,,,0,0,
3/8/2016,,,,0,0,
3/9/2016,,,,0,0,
3/10/2016,,,,0,0,
3/11/2016,,,,0,0,
3/12/2016,,,,0,0,
3/13/2016,,,,0,,
3/14/2016,,,,0.14,,
3/15/2016,,,,0.02,,
3/16/2016,,,,0,,
3/17/2016,,,,0,0,
3/18/2016,,,,0,0,
3/19/2016,,,,0,0,
3/20/2016,,,,0.04,,
3/21/2016,,,,0.44,,
3/22/2016,,,,0.02,,
3/23/2016,,,,0,0,
3/24/2016,,,,0,0,
3/25/2016,,,,0,0,
3/26/2016,,,,0.12,,
3/27/2016,,,,0.16,,
3/28/2016,,,,0.78,,
3/29/2016,,,,0,0,
3/30/2016,,,,0,0,
3/31/2016,,,,0,0,
4/1/2016,,,,0.79,,
4/2/2016,,,,0.05,,
4/3/2016,,,,0.45,,
4/4/2016,,,,0,0,
4/5/2016,,,,0,0,
4/6/2016,,,,0,0,
4/7/2016,,,,0.03,,
4/8/2016,,,,0.06,,
4/9/2016,,,,0,0,
4/10/2016,,,,0,0,
4/11/2016,,,,0,0,
4/12/2016,,,,0,0,
4/13/2016,,,,0.56,,
4/14/2016,,,,0,0,
4/15/2016,,,,0,0,
4/16/2016,,,,0,0,
4/17/2016,,,,0,0,
4/18/2016,,,,0,0,
4/19/2016,,,,0,0,
4/20/2016,,,,0,0,
4/21/2016,,,,0,0,
4/22/2016,,,,0,0,
4/23/2016,,,,0.74,,
4/24/2016,,,,0.01,,
4/25/2016,,,,0,0,
4/26/2016,,,,,,
4/27/2016,,,,,,
4/28/2016,,,,,,
4/29/2016,,,,,,
4/30/2016,,,,,,
5/1/2016,,,,,,
5/2/2016,,,,,,
5/3/2016,,,,,,
5/4/2016,,,,,,
5/5/2016,,,,,,
5/6/2016,,,,,,
5/7/2016,,,,,,
5/8/2016,,,,,,
5/9/2016,,,,,,
5/10/2016,,,,,,
5/11/2016,,,,,,
5/12/2016,,,,0.31,,
5/13/2016,,,,0,0,
5/14/2016,,,,0.38,,
5/15/2016,,,,0.58,,
5/16/2016,,,,0,0,
5/17/2016,,,,0,0,
5/18/2016,,,,0.31,,
5/19/2016,,,,0.14,,
5/20/2016,,,,0.01,,
5/21/2016,,,,2.37,,
5/22/2016,,,,0.43,,
5/23/2016,,,,0.06,,
5/24/2016,,,,0.04,,
5/25/2016,,,,,,
5/26/2016,,,,,,
5/27/2016,,,,,,
5/28/2016,,,,,,
5/29/2016,,,,,,
5/30/2016,,,,,,
5/31/2016,,,,,,
6/1/2016,,,,,,
6/2/2016,,,,,,
6/3/2016,,,,,,
6/4/2016,,,,,,
6/5/2016,,,,,,
6/6/2016,,,,,,
6/7/2016,,,,,,
6/8/2016,,,,,,
6/9/2016,,,,,,
6/10/2016,,,,,,
6/11/2016,,,,,,
6/12/2016,,,,,,
6/13/2016,,,,,,
6/14/2016,,,,,,
6/15/2016,,,,,,
6/16/2016,,,,0,,
6/17/2016,,,,1.05,,
6/18/2016,,,,0.01,,
6/19/2016,,,,0,0,
6/20/2016,,,,0,0,
6/21/2016,,,,0,0,
6/22/2016,,,,0,0,
6/23/2016,,,,0.54,,
6/24/2016,,,,0.56,,
6/25/2016,,,,0,,
6/26/2016,,,,0,,
6/27/2016,,,,0,0,
6/28/2016,,,,0,0,
6/29/2016,,,,0.24,,
6/30/2016,,,,0,0,
7/1/2016,,,,,,
7/2/2016,,,,,,
7/3/2016,,,,,,
7/4/2016,,,,,,
7/5/2016,,,,,,
7/6/2016,,,,1.2,,
7/7/2016,,,,0.26,,
7/8/2016,,,,0.01,,
7/9/2016,,,,0.03,,
7/10/2016,,,,0,0,
7/11/2016,,,,0,0,
7/12/2016,,,,0,0,
7/13/2016,,,,0.04,,
7/14/2016,,,,0,0,
7/15/2016,,,,0,0,
7/16/2016,,,,0.02,,
7/17/2016,,,,0.69,,
7/18/2016,,,,0,0,
7/19/2016,,,,0.07,,
7/20/2016,,,,0.02,,
7/21/2016,,,,0,0,
7/22/2016,,,,0,0,
7/23/2016,,,,0,0,
7/24/2016,,,,0,0,
7/25/2016,,,,0,0,
7/26/2016,,,,0,0,
7/27/2016,,,,0.62,,
7/28/2016,,,,0,0,
7/29/2016,,,,0,0,
7/30/2016,,,,0,0,
7/31/2016,,,,1.49,,
8/1/2016,,,,0.13,,
8/2/2016,,,,1.39,,
8/3/2016,,,,0.43,,
8/4/2016,,,,0.49,,
8/5/2016,,,,0,0,
8/6/2016,,,,0,,
8/7/2016,,,,0,0,
8/8/2016,,,,0.06,,
8/9/2016,,,,0.04,,
8/10/2016,,,,0,,
8/11/2016,,,,0,0,
8/12/2016,,,,0,0,
8/13/2016,,,,0.28,,
8/14/2016,,,,0,0,
8/15/2016,,,,0,0,
8/16/2016,,,,0,0,
8/17/2016,,,,0,0,
8/18/2016,,,,0,0,
8/19/2016,,,,0.41,,
8/20/2016,,,,0.13,,
8/21/2016,,,,0,0,
8/22/2016,,,,0.19,,
8/23/2016,,,,0,0,
8/24/2016,,,,0,0,
8/25/2016,,,,0,0,
8/26/2016,,,,0,0,
8/27/2016,,,,0,0,
8/28/2016,,,,0,0,
8/29/2016,,,,0.21,,
8/30/2016,,,,0,0,
8/31/2016,,,,0,0,
9/1/2016,,,,0,0,
9/2/2016,,,,1.55,,
9/3/2016,,,,6.07,,
9/4/2016,,,,0.12,,
9/5/2016,,,,0,0,
9/6/2016,,,,0,,
9/7/2016,,,,0,0,
9/8/2016,,,,0.05,,
9/9/2016,,,,0.06,,
9/10/2016,,,,0,0,
9/11/2016,,,,0,0,
9/12/2016,,,,0.67,,
9/13/2016,,,,0.01,,
9/14/2016,,,,0,0,
9/15/2016,,,,0,0,
9/16/2016,,,,0,0,
9/17/2016,,,,0,0,
9/18/2016,,,,0,0,
9/19/2016,,,,0,0,
9/20/2016,,,,1.62,,
9/21/2016,,,,1.12,,
9/22/2016,,,,0.21,,
9/23/2016,,,,0,,
9/24/2016,,,,0,0,
9/25/2016,,,,0.01,,
9/26/2016,,,,0,,
9/27/2016,,,,0,0,
9/28/2016,,,,0,0,
9/29/2016,,,,0,0,
9/30/2016,,,,0.02,,
10/1/2016,,,,0,0,
10/2/2016,,,,0.28,,
10/3/2016,,,,0.08,,
10/4/2016,,,,0,0,
10/5/2016,,,,0,0,
10/6/2016,,,,0.02,,
10/7/2016,,,,0.51,,
10/8/2016,,,,0.21,0,
10/9/2016,,,,8.66,,
10/10/2016,,,,0.01,,
10/11/2016,,,,0,0,
10/12/2016,,,,0,0,
10/13/2016,,,,0,0,
10/14/2016,,,,0,0,
10/15/2016,,,,0,0,
10/16/2016,,,,0,0,
10/17/2016,,,,0,0,
10/18/2016,,,,0,0,
10/19/2016,,,,0,0,
10/20/2016,,,,0,0,
10/21/2016,,,,0,0,
10/22/2016,,,,0.17,,
10/23/2016,,,,0,0,
10/24/2016,,,,0,0,
10/25/2016,,,,0,0,
10/26/2016,,,,0,0,
10/27/2016,,,,0,0,
10/28/2016,,,,0,0,
10/29/2016,,,,0,,
10/30/2016,,,,0,0,
10/31/2016,,,,0,0,
11/1/2016,,,,0.01,0,
11/2/2016,,,,0,0,
11/3/2016,,,,0,,
11/4/2016,,,,0.6,,
11/5/2016,,,,0.02,,
11/6/2016,,,,0,0,
11/7/2016,,,,0,0,
11/8/2016,,,,0,0,
11/9/2016,,,,0,0,
11/10/2016,,,,0.57,,
11/11/2016,,,,0,0,
11/12/2016,,,,0,0,
11/13/2016,,,,0,0,
11/14/2016,,,,0.05,,
11/15/2016,,,,0.52,,
11/16/2016,,,,0,0,
11/17/2016,,,,0,0,
11/18/2016,,,,0,0,
11/19/2016,,,,0,0,
11/20/2016,,,,0,0,
11/21/2016,,,,0,0,
11/22/2016,,,,0,0,
11/23/2016,,,,0,0,
11/24/2016,,,,0,0,
11/25/2016,,,,0.32,,
11/26/2016,,,,0.14,,
11/27/2016,,,,0,0,
11/28/2016,,,,0,0,
11/29/2016,,,,0,0,
11/30/2016,,,,0.03,,
12/1/2016,,,,0.28,,
12/2/2016,,,,0,0,
12/3/2016,,,,0,0,
12/4/2016,,,,0,0,
12/5/2016,,,,0.57,,
12/6/2016,,,,0.12,,
12/7/2016,,,,0.32,,
12/8/2016,,,,0,0,
12/9/2016,,,,0,0,
12/10/2016,,,,0,0,
12/11/2016,,,,0,0,
12/12/2016,,,,0.04,,
12/13/2016,,,,0.27,,
12/14/2016,,,,0.61,,
12/15/2016,,,,0,0,
12/16/2016,,,,0,0,
12/17/2016,,,,0.24,,
12/18/2016,,,,0.02,,
12/19/2016,,,,0.05,,
12/20/2016,,,,0.64,,
12/21/2016,,,,0.05,,
12/22/2016,,,,0,0,
12/23/2016,,,,0,0,
12/24/2016,,,,0,0,
12/25/2016,,,,0,0,
12/26/2016,,,,0,0,
12/27/2016,,,,0,,
12/28/2016,,,,0.04,,
12/29/2016,,,,0,0,
12/30/2016,,,,0.24,,
12/31/2016,,,,0,0,
